person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status
27,91827,3,25000,13.61,0.27,6,670,0
28,100756,5,10000,11.86,0.1,10,650,0
28,80215,3,10000,15.33,0.12,5,644,1
27,91743,4,10000,8.94,0.11,10,714,0
30,91700,10,10000,13.48,0.11,8,620,0
33,91554,10,22000,10.25,0.24,10,639,0
27,94400,5,10000,13.85,0.11,5,671,1
29,72707,8,9600,13.67,0.13,10,647,1
27,91865,3,4000,9.32,0.04,9,690,0
33,94545,8,10000,13.06,0.11,9,692,1
30,72622,7,17000,16.89,0.23,8,656,1
29,92297,5,8000,10.74,0.09,10,675,0
32,102380,11,10000,9.88,0.1,10,602,0
33,102904,15,10000,8,0.1,10,617,0
27,103294,5,10000,10.51,0.1,7,615,0
29,92281,8,28000,16.77,0.3,10,630,0
33,103124,9,10000,11.01,0.1,5,692,0
30,102952,9,10000,6.62,0.1,9,718,0
27,92287,7,6400,10.65,0.07,7,661,0
28,84667,2,9000,5.42,0.11,7,569,1
34,103238,13,10000,12.87,0.1,7,616,0
30,102873,5,10000,13.16,0.1,10,655,0
27,92241,5,12000,11.01,0.13,6,577,0
35,92618,16,10000,5.42,0.11,10,717,0
30,92330,9,6250,7.88,0.07,10,485,0
27,103278,5,10000,9.99,0.1,9,615,0
27,92341,3,10000,10.99,0.11,9,507,0
29,106820,5,10000,7.51,0.09,5,601,0
27,106576,2,10000,7.51,0.09,7,656,0
31,107494,10,10000,10.99,0.09,9,594,0
27,108839,5,10000,10,0.09,5,477,0
34,84934,11,17000,11.14,0.2,8,668,1
31,94540,13,10000,14.27,0.11,10,709,1
27,109343,6,10000,14.27,0.09,8,631,0
30,92280,7,12000,11.14,0.13,5,678,0
29,92401,6,4800,6.99,0.05,7,628,0
30,92647,7,3200,8.49,0.03,7,639,0
29,92495,8,20000,6.91,0.22,7,596,0
33,92200,10,10400,7.66,0.11,5,634,0
27,108806,4,10000,7.49,0.09,10,700,0
30,108963,10,10000,15.62,0.09,6,540,0
30,92770,3,12000,6.54,0.13,5,624,0
27,108756,5,10000,7.66,0.09,7,714,0
28,93198,7,10000,12.42,0.11,7,660,0
29,92695,6,13475,8.94,0.15,9,694,0
32,109180,10,10000,11.12,0.09,8,613,0
29,92685,8,17600,13.16,0.19,7,670,0
30,108698,3,10000,14.18,0.09,10,646,0
27,93149,3,17000,12.42,0.18,10,711,0
27,73354,5,3025,10.99,0.04,10,608,1
27,93126,2,5000,11.49,0.05,7,632,0
29,93101,7,2400,9.62,0.03,10,675,0
27,85957,5,20000,20,0.23,8,676,1
28,93391,4,1800,12.18,0.02,8,520,0
31,93032,9,10000,14.65,0.11,5,688,0
32,93452,14,10000,16.77,0.11,8,677,0
30,97022,8,10000,12.21,0.1,6,513,1
31,93699,5,6000,12.69,0.06,8,689,0
27,93356,9,4900,6.03,0.05,7,624,0
28,93232,1,2600,11.71,0.03,5,654,0
29,112553,5,10000,11.14,0.09,8,637,0
33,93336,10,12000,7.29,0.13,10,620,0
27,93664,9,18500,11.11,0.2,10,605,0
34,114918,11,10000,9.99,0.09,6,666,0
30,93066,5,8000,7.14,0.09,7,672,0
35,73413,14,25000,16.82,0.34,5,638,1
29,114875,5,10000,10.38,0.09,5,648,0
29,93265,8,5000,7.14,0.05,7,623,0
30,93432,6,1500,6.39,0.02,7,707,0
30,93256,8,25000,12.18,0.27,10,675,0
27,86096,5,5000,17.39,0.06,9,584,1
27,123043,5,10150,11.01,0.08,6,595,0
28,93024,4,15000,12.21,0.16,5,628,0
27,176255,4,10175,12.99,0.06,6,657,1
35,93302,12,5900,5.99,0.06,7,604,0
29,53492,9,10200,10.2,0.19,8,603,0
27,93548,6,23700,6.17,0.25,10,670,0
27,58772,0,10200,10.38,0.17,10,659,0
28,66239,7,10200,16.89,0.15,5,688,1
29,93670,6,21600,13.85,0.23,7,706,0
28,109181,4,10200,8.9,0.09,8,699,0
35,93909,16,7500,11.03,0.08,7,724,0
30,93874,5,3000,7.74,0.03,5,618,0
29,93932,6,1000,7.37,0.01,9,646,0
31,26054,7,11000,8.59,0.42,6,570,1
29,87034,3,10000,14.27,0.11,8,657,1
28,93780,6,8000,8.49,0.09,7,649,0
32,93905,10,13000,11.01,0.14,10,602,0
30,93947,7,9000,7.88,0.1,7,676,0
27,37141,6,11000,9.91,0.3,10,660,1
28,93870,6,15000,16.63,0.16,5,685,0
28,87217,6,25000,20,0.29,9,725,1
33,39778,14,11000,6.99,0.28,10,616,1
31,94349,10,16250,10.99,0.17,10,613,0
29,94670,7,18000,6.62,0.19,5,583,0
33,94506,15,3200,13.49,0.03,6,691,0
29,43025,7,11000,8.59,0.26,10,667,1
33,94643,9,20000,15.96,0.21,10,623,0
28,94803,4,19700,7.9,0.21,9,544,0
28,94872,5,10000,9.91,0.11,5,680,0
27,145163,5,11050,12.69,0.08,7,615,0
31,87353,5,9000,15.96,0.1,5,692,1
30,94434,7,26000,15.96,0.28,5,629,0
28,94139,6,12000,10.99,0.13,10,596,0
27,47666,6,11100,11.01,0.23,9,605,1
27,74204,4,13000,8.49,0.18,10,543,1
28,94377,2,5000,12.99,0.05,7,692,0
32,94687,11,8000,6.99,0.08,10,634,0
29,87440,10,12000,15.62,0.14,9,656,1
35,94460,13,9450,10.99,0.1,8,609,0
29,94502,1,9600,11.01,0.1,5,681,0
32,61304,9,11100,10.59,0.18,10,631,0
31,91065,10,11100,6.03,0.12,5,610,0
27,94706,5,15275,16.89,0.16,6,690,0
33,41697,11,11175,14.96,0.27,8,603,1
30,38129,9,11200,11.99,0.29,7,681,1
33,94375,12,10000,11.01,0.11,10,709,0
34,41252,11,11200,12.21,0.27,9,652,1
28,94541,3,12000,5.79,0.13,5,571,0
31,43161,11,11200,13.23,0.26,7,630,1
29,43300,9,11200,9.99,0.26,10,667,1
33,43124,9,11200,10.36,0.26,9,639,1
31,43140,9,11200,11.12,0.26,6,691,1
27,94948,2,5000,5.42,0.05,7,599,0
30,94446,7,20000,11.11,0.21,5,618,0
31,94676,8,5000,5.79,0.05,10,641,0
29,94449,6,14400,11.01,0.15,7,681,0
28,94616,6,13000,11.01,0.14,9,664,0
31,94863,7,8000,10,0.08,6,625,0
35,94691,13,10000,6.54,0.11,8,671,0
27,94740,6,7000,9.62,0.07,6,652,0
28,94189,1,5250,5.79,0.06,10,600,0
30,94713,9,10800,10.36,0.11,9,655,0
33,55509,8,11200,5.79,0.2,8,674,0
31,56216,9,11200,14.27,0.2,6,674,0
28,56672,4,11200,13.48,0.2,8,689,0
27,87414,6,5000,11.86,0.06,10,553,1
27,94359,6,12000,15.58,0.13,7,601,0
31,58757,8,11200,11.01,0.19,5,565,0
28,58677,4,11200,14.26,0.19,6,635,0
32,94627,8,5400,7.88,0.06,6,642,0
30,57242,8,11200,13.98,0.2,7,535,1
33,67299,8,11200,17.49,0.17,5,667,0
35,48827,8,11325,15.96,0.23,10,687,0
29,95103,5,10000,12.73,0.11,7,603,0
29,73174,3,11200,14.22,0.15,10,586,0
27,94614,3,6000,12.18,0.06,10,601,0
27,94659,1,5125,8.59,0.05,8,652,0
33,94502,9,20000,12.18,0.21,8,639,0
27,94655,6,15000,8.94,0.16,7,585,0
28,76478,5,11200,12.99,0.15,7,593,0
35,87467,11,20000,16.7,0.23,9,657,1
32,77756,10,11200,14.74,0.14,8,710,0
34,73477,10,11200,15.62,0.15,10,539,1
29,74894,8,15000,17.58,0.2,5,647,1
33,85316,13,11200,8.94,0.13,6,570,0
30,87453,8,7500,9.76,0.09,9,678,1
30,83609,8,11200,12.42,0.13,6,710,1
30,91212,6,11200,13.16,0.12,5,619,0
32,94986,8,10000,10.99,0.11,5,622,0
34,90120,10,11200,11.66,0.12,10,702,1
35,94669,13,30000,17.58,0.32,8,686,0
35,100589,14,11200,10.65,0.11,10,647,0
28,102859,4,11200,9.91,0.11,10,670,0
29,95204,3,10000,18.09,0.11,9,655,0
34,95152,12,17000,6.62,0.18,9,664,0
32,94748,11,1200,10,0.01,5,615,0
29,105839,3,11200,11.01,0.11,8,665,0
28,94962,8,6000,15.23,0.06,8,617,0
31,94847,7,15000,12.18,0.16,8,719,0
30,94982,6,15850,11.14,0.17,5,688,0
28,95281,8,14000,11.36,0.15,10,582,0
27,122146,1,11200,10.99,0.09,6,682,0
31,96055,8,11200,13.99,0.12,8,686,1
35,95278,12,10750,12.23,0.11,8,594,0
35,95871,11,25000,12.49,0.26,9,710,0
29,51478,9,11300,9.99,0.22,5,651,0
35,68344,11,11300,14.42,0.17,7,656,0
28,95734,5,12000,13.16,0.13,5,655,0
29,31206,4,11325,11.01,0.36,5,602,1
33,52829,11,11350,7.88,0.21,7,689,0
31,42926,9,11400,6.91,0.27,8,636,1
27,96059,6,13000,11.01,0.14,8,649,0
31,95559,10,20000,13.49,0.21,6,638,0
32,95940,12,7800,11.01,0.08,8,689,0
30,95660,8,20000,13.72,0.21,10,678,0
27,63841,4,11425,7.51,0.18,7,601,0
27,95538,1,9000,6.76,0.09,10,627,0
30,95923,9,7500,7.14,0.08,8,649,0
27,95844,2,2875,14.59,0.03,10,711,0
32,37287,10,11450,9.99,0.31,6,635,1
27,88669,2,10500,11.83,0.12,6,676,1
29,96347,6,7000,11.01,0.07,9,686,0
28,95645,9,2000,16,0.02,10,676,0
34,95358,12,4800,9.32,0.05,6,605,0
30,95783,9,6000,9.63,0.06,8,684,0
31,96001,3,5000,8,0.05,9,700,0
29,48708,6,11450,8.49,0.24,5,569,0
30,78873,7,11475,13.72,0.15,6,703,0
28,27638,6,11500,8.49,0.42,5,612,1
31,95764,5,19150,6.99,0.2,7,573,0
33,96136,11,4000,10.36,0.04,6,647,0
29,95682,6,8000,5.42,0.08,9,518,0
28,31597,6,11500,14.46,0.36,6,724,1
27,96184,5,15000,17.14,0.16,8,597,0
27,36896,5,11500,10.36,0.31,6,677,1
30,96316,10,6000,13.49,0.06,8,682,0
27,37133,5,11500,10.36,0.31,7,530,1
33,96181,6,5525,13.85,0.06,9,535,0
30,39511,9,11500,15.23,0.29,6,722,1
29,39516,11,11500,14.22,0.29,7,664,1
35,96201,11,9600,14.61,0.1,5,614,0
28,96601,4,16425,7.9,0.17,8,628,0
27,42850,6,11500,16,0.27,5,687,1
30,44211,8,11500,15.27,0.26,8,665,1
32,49208,10,7000,12.68,0.14,10,614,0
28,37290,7,11500,14.46,0.31,5,661,1
35,96756,13,35000,11.99,0.36,5,675,0
27,47440,3,11500,12.42,0.24,9,630,0
31,96852,10,5000,6.91,0.05,9,682,0
29,96737,6,6000,7.14,0.06,8,519,0
32,96948,6,12000,12.68,0.12,10,668,0
29,96865,4,20000,14.96,0.21,10,679,0
33,96986,15,8000,20,0.08,5,667,0
28,49131,4,5000,10,0.1,5,669,0
28,96946,8,15000,11.01,0.15,10,672,0
35,58951,9,11500,11.11,0.2,9,605,0
35,60914,10,11500,12.42,0.19,8,640,0
35,49013,7,5000,6.92,0.1,5,633,0
28,97302,2,9000,12.69,0.09,6,559,0
29,90093,8,11500,11.71,0.13,10,649,0
32,90504,11,11500,7.05,0.13,8,665,0
33,111686,11,11500,10,0.1,7,624,0
35,132858,11,11500,11.49,0.09,10,643,0
27,94856,3,11525,11.01,0.12,8,623,0
34,97091,13,15000,6.03,0.15,10,606,0
32,79255,9,11600,13.49,0.15,8,640,0
34,89773,11,10000,15.96,0.11,10,645,1
27,96880,8,8500,6.03,0.09,6,684,0
32,30751,7,11700,12.68,0.38,10,627,1
31,42986,7,11700,13.06,0.27,9,700,1
27,54003,4,11750,15.31,0.22,8,609,1
29,97243,7,10000,7.9,0.1,9,508,0
28,96650,2,12000,6.03,0.12,6,621,0
27,118550,4,11750,13.47,0.1,6,645,0
28,97213,5,8400,7.9,0.09,5,684,0
30,97250,6,3000,6.62,0.03,9,612,0
27,96834,5,7500,11.71,0.08,10,637,0
27,97068,4,6000,6.03,0.06,10,558,0
33,37041,10,11975,9.99,0.32,8,639,1
27,51759,6,11975,12.53,0.23,6,590,0
31,96983,9,20000,8.9,0.21,10,615,0
33,71088,11,11975,16.29,0.17,9,577,0
27,96936,4,7400,12.69,0.08,7,631,0
32,97126,9,12000,5.99,0.12,8,649,0
30,28108,6,12000,7.29,0.43,5,571,1
29,97022,5,25000,7.49,0.26,7,628,0
34,97284,14,11000,10.99,0.11,6,643,0
32,29697,12,12000,11.01,0.4,8,700,1
30,76675,10,10000,11.01,0.13,6,665,1
27,96929,1,12000,6.99,0.12,6,573,0
28,31494,5,12000,9.83,0.38,9,622,1
30,97259,4,11000,11.01,0.11,6,673,0
34,31180,13,12000,13.48,0.38,10,722,1
30,31643,6,12000,14.79,0.38,10,663,1
29,96857,9,22000,10.59,0.23,10,673,0
27,97193,1,35000,11.01,0.36,8,658,0
34,96830,12,3600,5.99,0.04,9,721,0
28,97058,8,4400,11.01,0.05,5,715,0
32,96759,8,15350,8.49,0.16,7,675,0
27,32393,6,12000,13.22,0.37,5,652,1
32,32638,4,12000,6.17,0.37,9,678,1
29,33196,5,12000,13.24,0.36,6,643,1
27,34765,4,12000,7.51,0.35,9,659,1
30,34341,6,12000,14.22,0.35,8,635,1
28,34761,10,12000,7.88,0.35,5,639,1
31,96954,8,25000,9.99,0.26,10,618,0
27,96854,4,23750,10.99,0.25,9,681,0
34,37048,10,12000,11.01,0.32,6,727,1
28,37245,7,12000,6.62,0.32,7,612,1
34,36840,15,12000,8.9,0.33,8,624,1
29,36931,8,12000,10.36,0.32,7,613,1
30,96829,6,16800,10.99,0.17,8,660,0
30,37129,6,12000,15.21,0.32,6,635,1
27,36977,4,12000,11.36,0.32,9,640,1
28,96968,5,16000,5.99,0.17,7,651,0
30,96812,6,4975,10.59,0.05,9,604,0
31,36944,11,12000,10.39,0.32,9,637,1
34,96854,10,12000,7.49,0.12,9,663,0
34,37216,11,12000,10.38,0.32,5,519,1
30,38264,8,12000,16.45,0.31,7,618,1
35,96753,9,15000,15.99,0.16,9,655,0
30,96813,11,6000,14.17,0.06,6,654,0
31,89769,7,1500,12.68,0.02,10,661,1
31,97051,4,16000,13.8,0.16,9,627,0
29,39173,8,12000,11.01,0.31,9,687,1
31,96613,11,12750,7.29,0.13,10,701,0
27,96836,4,8000,9.63,0.08,6,647,0
28,39737,6,12000,7.88,0.3,9,655,1
28,39498,7,12000,14.26,0.3,10,707,1
31,96956,6,10000,11.01,0.1,5,603,0
29,40303,9,12000,16.45,0.3,9,505,1
32,40420,11,12000,6.54,0.3,8,660,1
28,97264,8,15000,14.17,0.15,8,656,0
28,97102,9,6500,11.11,0.07,7,674,0
27,96994,6,3000,11.11,0.03,7,675,0
27,40338,3,12000,10.75,0.3,5,646,1
28,41290,1,12000,7.66,0.29,9,604,1
27,96984,4,10000,12.68,0.1,5,643,0
33,97137,6,6000,11.11,0.06,7,565,0
27,97043,5,16000,6.91,0.16,5,669,0
33,96952,12,24000,14.46,0.25,6,631,0
31,97215,8,12400,9.99,0.13,6,582,0
30,97042,7,10750,6.17,0.11,5,686,0
28,96964,10,3000,6.54,0.03,9,711,0
31,41705,9,12000,13.16,0.29,9,600,1
27,96645,7,15000,6.54,0.16,8,648,0
31,96905,5,12000,5.79,0.12,10,593,0
27,48697,6,6400,9.32,0.13,6,661,0
29,43203,5,12000,11.58,0.28,10,600,1
29,97048,11,5000,15.21,0.05,6,677,0
27,43055,1,12000,9.91,0.28,8,551,1
29,96834,7,4500,6.76,0.05,10,582,0
27,42836,5,12000,7.29,0.28,6,660,1
28,96978,6,9600,7.51,0.1,6,661,0
29,90039,5,3000,16.32,0.03,6,690,1
32,43052,11,12000,5.99,0.28,10,695,1
35,97240,12,15000,11.01,0.15,9,628,0
35,44216,12,12000,16.29,0.27,9,740,1
29,44145,7,12000,7.49,0.27,10,666,1
29,44110,4,12000,7.49,0.27,7,688,1
27,97290,7,14500,10.75,0.15,6,644,0
28,44376,4,12000,5.42,0.27,10,579,1
27,96911,5,24000,11.12,0.25,10,641,0
33,44368,9,12000,7.29,0.27,6,667,1
32,96578,12,13000,7.88,0.13,10,667,0
29,44157,4,12000,12.21,0.27,9,551,1
30,44797,4,12000,10.65,0.27,9,697,1
28,45359,8,12000,11.01,0.26,7,650,1
28,96926,9,21000,11.36,0.22,7,651,0
32,45472,8,12000,12.42,0.26,7,675,1
27,97094,4,20000,11.36,0.21,5,698,0
30,97002,5,12000,11.01,0.12,8,608,0
33,96742,11,6000,7.88,0.06,10,675,0
28,97259,4,2500,11.01,0.03,7,716,0
30,46424,8,12000,11.01,0.26,6,686,1
28,45899,2,12000,11.01,0.26,9,644,1
29,46726,5,12000,13.48,0.26,10,632,1
34,96633,13,19000,10.62,0.2,10,702,0
27,46727,8,12000,6.62,0.26,10,662,1
32,97242,10,10000,11.14,0.1,9,688,0
32,46636,10,12000,12.42,0.26,6,675,1
27,96984,5,5000,11.14,0.05,7,641,0
31,97061,10,6000,7.4,0.06,9,672,0
33,96738,10,12000,11.14,0.12,6,711,0
29,97040,9,24000,12.87,0.25,9,540,0
29,96643,0,5000,7.74,0.05,9,536,0
28,96811,6,3100,7.05,0.03,9,610,0
28,46958,2,12000,11.01,0.26,7,620,1
27,48601,7,8000,12.53,0.16,6,583,0
34,76635,10,18000,8.94,0.23,5,593,1
27,97019,7,20000,11.01,0.21,10,629,0
28,47402,3,12000,10.75,0.25,5,630,1
28,96777,6,12000,12.18,0.12,5,714,0
28,47102,6,12000,11.58,0.25,8,644,1
31,97072,11,7500,12.18,0.08,7,618,0
30,97061,8,8000,13.92,0.08,8,687,0
29,96875,3,16000,12.84,0.17,7,677,0
27,97030,2,9000,12.21,0.09,8,615,0
28,47858,6,12000,12.53,0.25,9,659,1
32,76123,10,2750,11.01,0.04,7,588,1
34,96960,10,12000,11.01,0.12,10,664,0
31,97272,7,15000,10.95,0.15,8,606,0
28,97086,8,13000,13.47,0.13,5,597,0
30,96727,6,8000,15.05,0.08,5,660,0
27,76521,6,8000,11.46,0.1,8,696,1
28,90121,5,7000,15.38,0.08,9,587,1
28,97163,1,16000,11.66,0.16,7,621,0
33,97031,11,9000,11.97,0.09,7,650,0
27,97051,5,5000,8,0.05,6,683,0
28,96831,3,20000,13.24,0.21,8,586,0
27,49213,4,12000,12.69,0.24,8,659,0
31,48715,9,12000,11.99,0.25,5,681,0
35,96969,14,3200,11.11,0.03,7,670,0
28,48819,7,12000,11.11,0.25,5,661,0
31,97308,8,3500,12.61,0.04,10,664,0
27,48625,7,12000,10.37,0.25,9,610,0
28,97124,6,12000,6.91,0.12,6,641,0
31,97000,9,5500,10.75,0.06,8,643,0
28,97019,5,22750,11.49,0.23,6,699,0
28,41709,2,12000,14.61,0.29,8,662,1
30,41499,10,12000,12.87,0.29,6,687,1
35,96972,14,14400,10.95,0.15,5,668,0
32,48636,10,12000,11.89,0.25,10,587,0
30,48929,8,12000,9.2,0.25,8,670,0
30,42126,8,12000,14.96,0.28,6,663,1
32,42285,9,12000,14.96,0.28,8,701,1
30,96989,6,24000,7.49,0.25,7,641,0
34,97265,11,15000,12.73,0.15,9,631,0
35,97251,16,12000,7.88,0.12,10,569,0
29,50167,7,12000,10,0.24,7,630,0
28,90328,4,20000,11.01,0.22,8,708,1
32,43966,11,12000,7.51,0.27,7,638,1
29,97325,10,8000,7.14,0.08,10,690,0
32,51192,10,12000,7.51,0.23,8,688,0
31,51155,12,12000,11.01,0.23,9,635,0
27,51469,3,12000,10.65,0.23,7,583,0
29,97640,3,10000,13.72,0.1,10,615,0
28,97578,6,6000,7.74,0.06,5,668,0
28,97903,4,4000,9.63,0.04,7,697,0
28,51228,2,12000,11.11,0.23,9,579,0
34,97618,11,15000,12.21,0.15,6,685,0
27,44297,1,12000,14.09,0.27,10,652,1
31,44260,8,12000,10.36,0.27,8,589,1
28,97593,4,5000,7.51,0.05,9,638,0
27,97640,0,3000,11.01,0.03,10,520,0
30,51439,10,12000,9.88,0.23,8,636,0
31,51422,6,12000,10.99,0.23,9,638,0
33,51333,9,12000,13.57,0.23,7,632,0
35,98240,11,5400,11.01,0.05,5,660,0
28,98418,3,2500,5.99,0.03,6,521,0
30,51926,11,12000,11.71,0.23,8,595,0
30,52461,9,12000,10.59,0.23,10,674,0
29,98097,5,14000,7.66,0.14,9,646,0
27,98473,7,9000,13.43,0.09,9,587,0
32,98236,10,10000,10.37,0.1,10,642,0
33,98135,9,12000,6.17,0.12,8,595,0
28,98339,7,6000,6.17,0.06,10,579,0
34,47707,9,12000,11.99,0.25,6,687,0
29,45479,4,12000,9.63,0.26,7,656,1
27,52799,1,12000,8.94,0.23,5,685,0
31,98154,9,7200,9.63,0.07,8,670,0
29,97818,6,7750,9.32,0.08,10,675,0
27,98263,4,5500,8,0.06,8,627,0
29,90696,5,12000,13.16,0.13,7,652,1
28,97998,6,5000,12.53,0.05,9,705,0
33,91000,8,7500,10.08,0.08,9,724,1
27,47528,4,9600,5.79,0.2,10,679,0
32,54390,7,12000,11.01,0.22,8,687,0
28,98638,7,5200,11.49,0.05,7,626,0
30,97938,9,18000,10.75,0.18,10,641,0
32,98171,8,3600,7.88,0.04,9,681,0
34,55137,9,12000,6.03,0.22,9,698,0
29,55102,8,12000,12.99,0.22,7,676,0
29,98561,8,10000,11.01,0.1,8,671,0
28,54991,5,12000,5.42,0.22,10,629,0
31,99108,8,4000,13.57,0.04,7,642,0
33,98797,10,9000,8,0.09,8,708,0
29,92211,6,25000,20,0.27,6,506,1
29,99248,9,8000,7.66,0.08,10,668,0
32,55093,7,12000,7.88,0.22,6,677,0
33,54838,10,12000,7.88,0.22,6,501,0
28,99133,5,3000,12.42,0.03,5,682,0
29,48132,6,9000,12.72,0.19,9,660,0
35,54907,10,12000,11.26,0.22,5,681,0
35,99386,10,18800,7.51,0.19,10,577,0
29,92136,11,4400,16.29,0.05,10,608,1
28,99490,8,25000,16.29,0.25,5,648,0
27,99895,9,4000,7.9,0.04,10,674,0
33,99400,10,6000,7.51,0.06,10,604,0
29,99192,7,21000,14.65,0.21,5,666,0
27,99647,8,10000,7.51,0.1,9,629,0
29,99636,8,20000,10.99,0.2,7,658,0
28,56588,4,12000,11.01,0.21,8,582,0
31,98965,10,8000,11.99,0.08,5,698,0
29,56004,6,12000,10.74,0.21,10,612,0
32,99507,8,8000,16.89,0.08,8,685,0
28,48986,5,12000,15.57,0.24,7,560,1
33,99296,10,20000,10.99,0.2,10,620,0
27,99491,6,10000,6.92,0.1,9,561,0
27,99442,7,14000,10,0.14,7,648,0
28,99541,10,18000,7.66,0.18,9,645,0
31,99391,7,10000,7.29,0.1,5,629,0
32,98998,6,10000,10.36,0.1,9,630,0
35,99293,14,10000,16.69,0.1,9,661,0
28,99570,5,15000,12.98,0.15,8,694,0
31,99750,8,9000,5.42,0.09,9,606,0
29,57579,9,12000,7.29,0.21,8,762,0
29,58179,6,12000,8.94,0.21,5,626,0
30,99729,12,5000,6.76,0.05,8,683,0
31,58519,6,12000,11.99,0.21,5,634,0
28,58370,2,12000,11.01,0.21,7,700,0
32,78637,11,25000,11.36,0.32,5,691,1
27,58620,2,12000,11.71,0.2,6,674,0
27,50990,3,12000,16,0.24,5,627,1
34,92317,10,20000,17.74,0.22,5,639,1
29,92093,9,20000,16.08,0.22,6,619,1
32,58662,11,12000,6.62,0.2,7,689,0
35,99241,12,7200,6.62,0.07,7,585,0
28,73077,4,12000,9.91,0.16,10,613,0
31,99418,5,2800,12.68,0.03,9,682,0
30,73078,12,12000,11.71,0.16,9,616,0
30,65894,6,12000,6.62,0.18,6,692,1
33,100064,15,14400,16,0.14,7,696,0
29,72879,5,12000,9.91,0.16,7,665,0
28,99874,5,11000,7.49,0.11,9,622,0
27,72858,2,12000,13.49,0.16,6,648,0
31,73142,8,12000,7.49,0.16,9,622,0
30,100275,10,10000,15.65,0.1,9,595,0
27,100150,3,11100,8.94,0.11,5,629,0
30,72962,4,12000,10.99,0.16,7,536,0
31,100168,7,12000,6.62,0.12,8,640,0
30,73237,6,12000,13.84,0.16,7,605,0
31,72959,10,12000,7.49,0.16,10,687,0
34,72520,11,12000,6.92,0.17,9,680,0
29,99651,5,19450,9.91,0.2,10,648,0
30,79325,7,5000,16.35,0.06,6,556,1
31,100299,7,6000,12.09,0.06,9,671,0
28,72913,10,12000,6.17,0.16,6,575,0
28,100357,6,18000,11.01,0.18,7,628,0
31,72864,10,12000,13.98,0.16,5,693,0
27,100454,0,3500,6.03,0.03,5,586,0
30,73145,5,12000,10.99,0.16,10,709,0
29,73067,6,12000,14.22,0.16,6,669,0
29,100890,9,7500,8.9,0.07,6,678,0
28,100416,6,5000,11.01,0.05,9,671,0
28,65765,6,12000,15.31,0.18,7,587,1
28,72916,4,12000,12.18,0.16,10,614,0
27,100376,3,8800,8.49,0.09,9,598,0
33,100457,12,18000,8.49,0.18,6,698,0
27,73125,1,12000,13.92,0.16,8,625,0
27,100914,3,2500,13.99,0.02,8,656,0
31,100780,10,7500,11.01,0.07,6,715,0
31,100645,7,7500,7.66,0.07,10,614,0
28,100519,5,12000,10.74,0.12,6,629,0
30,100583,10,20000,11.11,0.2,6,661,0
29,100507,6,7500,11.01,0.07,10,544,0
34,72680,10,12000,12.22,0.17,7,649,0
35,100614,13,15000,11.01,0.15,6,724,0
32,100555,7,10000,8,0.1,5,612,0
30,74365,8,12000,6.92,0.16,9,588,0
27,74117,3,12000,12.21,0.16,5,685,0
35,100733,13,15000,11.01,0.15,7,569,0
29,100546,6,4500,11.49,0.04,10,622,0
28,29647,4,3000,15.23,0.1,7,687,0
31,29902,9,3000,7.49,0.1,10,669,0
33,29689,9,3000,6.62,0.1,9,635,0
28,100550,6,8000,13.99,0.08,10,671,0
28,100600,4,3600,14.72,0.04,9,670,0
30,30001,7,3000,11.01,0.1,6,635,1
29,29783,7,3000,11.14,0.1,6,538,0
28,29830,8,3000,9.32,0.1,6,640,0
33,101267,8,13000,6.99,0.13,7,572,0
34,100937,10,5000,14.79,0.05,8,724,0
28,30835,10,3000,5.42,0.1,6,581,0
27,31087,3,3000,15.62,0.1,5,634,1
32,31040,12,3000,13.48,0.1,6,515,0
28,101223,10,8000,7.14,0.08,8,608,0
35,31130,8,3000,15.33,0.1,8,691,1
34,31456,11,3000,7.4,0.1,8,575,0
30,30971,8,3000,11.01,0.1,7,648,0
28,31083,3,3000,13.22,0.1,8,673,0
32,101463,11,12800,9.99,0.13,6,595,0
27,101819,4,15000,6.03,0.15,6,603,0
34,30995,14,3000,7.66,0.1,8,593,0
27,31278,7,3000,15.58,0.1,6,649,1
30,101675,6,6000,11.01,0.06,6,492,0
28,31896,5,3000,11.01,0.09,9,529,0
28,101622,7,25000,7.9,0.25,7,641,0
30,31319,4,3000,13.72,0.1,10,674,0
27,32469,6,3000,13.98,0.09,10,696,0
27,101403,1,7000,12.69,0.07,10,637,0
31,101505,7,7000,7.9,0.07,6,689,0
27,33443,7,3000,5.79,0.09,10,564,0
34,101849,8,30000,7.9,0.29,8,680,0
33,101856,11,20000,5.99,0.2,8,663,0
27,33740,3,3000,10.99,0.09,5,631,0
34,102017,13,2400,7.49,0.02,6,644,0
29,101368,8,15000,6.99,0.15,7,650,0
32,34217,8,3000,11.12,0.09,8,633,1
28,34110,8,3000,13.57,0.09,10,637,0
28,34468,5,3000,6.91,0.09,10,586,0
31,102021,10,10000,5.99,0.1,8,687,0
28,102014,6,25000,15.62,0.25,5,643,0
28,101987,5,1000,9.99,0.01,10,675,0
27,94652,4,6775,10.59,0.07,5,484,1
27,35580,3,3000,7.88,0.08,7,555,1
29,101386,7,5900,7.66,0.06,9,646,0
27,101431,7,7000,7.29,0.07,5,658,0
30,101796,11,12000,11.11,0.12,9,656,0
34,36043,10,3000,11.78,0.08,9,602,0
28,101865,4,20500,10,0.2,5,651,0
